position,player_name,total_score,r4_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,distance,accuracy,gir,prox_fw,prox_rgh,scrambling,great_shots,poor_shots,sg_bs,year,major
T16,"Pendrith, Taylor",3,2.0,1.075,0.073,0.534,0.353,0.96,2.035,298.1,0.7142875,0.597225,37.17948461538461,62.47436153846155,0.5897446153846154,3.5,3.25,0.887,2024,US Open
T19,"Rai, Aaron",4,3.0,0.719,0.658,0.372,0.035,1.066,1.785,286.70000000000005,0.767855,0.5972225,44.15325535714285,51.57406666666667,0.5277783333333333,2.75,2.25,0.407,2024,US Open
T19,"Lowry, Shane",4,-1.0,1.334,0.063,0.366,0.022,0.451,1.785,290.2,0.6607149999999999,0.541665,39.03144528301887,50.66667692307693,0.6097546341463415,4.25,2.25,0.388,2024,US Open
T21,"Berger, Daniel",5,-1.0,-1.129,0.878,1.476,0.31,2.664,1.535,291.425,0.7321425,0.6250025,35.19812075471698,55.9,0.5000018749999999,3.0,2.75,1.786,2024,US Open
T21,"Harman, Brian",5,2.0,1.282,0.129,0.031,0.092,0.253,1.535,291.25,0.7678575,0.5555575,39.53568392857143,80.26664000000001,0.5405386486486486,2.75,2.75,0.124,2024,US Open
T21,"Lee, Min Woo",5,1.0,0.574,0.401,-0.629,1.19,0.961,1.535,312.725,0.75,0.569445,37.63009649122807,55.62877272727273,0.5714277142857143,3.5,3.0,0.56,2024,US Open
T21,"Greyserman, Max",5,-2.0,1.345,0.648,-0.553,0.096,0.191,1.535,304.375,0.6428575,0.51389,40.70370555555556,77.77223333333333,0.6153846153846154,5.5,4.0,-0.457,2024,US Open
T21,"Jaeger, Stephan",5,2.0,-0.522,1.274,0.547,0.236,2.057,1.535,298.375,0.6250025,0.52778,35.71955769230769,65.14214705882353,0.5897423076923077,3.25,3.25,0.783,2024,US Open
T26,"Kirk, Chris",6,2.0,1.672,0.156,-0.414,-0.131,-0.388,1.285,290.55,0.6785725,0.48611,41.46578392857143,73.46669,0.5238078571428572,3.0,3.0,-0.544,2024,US Open
T26,"Koepka, Brooks",6,0.0,-0.849,0.893,0.778,0.462,2.133,1.285,299.775,0.69643,0.6388875,34.29845818181818,61.20454545454545,0.5882367647058824,4.0,5.0,1.24,2024,US Open
T26,"Blair, Zac",6,2.0,0.669,0.601,0.121,-0.105,0.617,1.285,282.9,0.8214250000000001,0.555555,43.69846,49.114575,0.5853656097560975,2.5,1.75,0.016,2024,US Open
T26,"Kim, Tom",6,6.0,0.094,0.038,1.151,0.002,1.191,1.285,298.42499999999995,0.6785749999999999,0.5416675000000001,35.767290566037744,64.41666875,0.5384638461538461,4.0,5.25,1.153,2024,US Open
T26,"Hatton, Tyrrell",6,7.0,-0.976,0.88,0.561,0.819,2.26,1.285,304.825,0.7142850000000001,0.6111125,39.91102033898305,62.25001,0.5151530303030303,2.75,4.25,1.381,2024,US Open
T26,"Shipley, Neal",6,2.0,0.595,0.337,-0.572,0.925,0.69,1.285,302.625,0.75,0.6388900000000001,35.230954385964914,69.9375,0.5333333333333333,3.75,3.25,0.353,2024,US Open
T32,"Smith, Cameron",7,2.0,0.312,1.055,0.932,-1.264,0.722,1.035,292.525,0.5535725,0.52778,33.4926,69.78703888888889,0.6410253846153846,2.75,3.75,-0.332,2024,US Open
T32,"Poston, J.T.",7,2.0,-0.082,0.902,0.383,-0.168,1.117,1.035,291.175,0.69643,0.597225,38.06972,57.51281538461539,0.656249375,3.5,3.25,0.216,2024,US Open
T32,"Scott, Adam",7,-1.0,-0.558,1.086,0.424,0.083,1.593,1.035,296.325,0.6607149999999999,0.555555,39.926648,86.49998823529413,0.5641033333333334,4.0,4.25,0.507,2024,US Open
T32,"McCarthy, Denny",7,3.0,0.51,0.787,-0.144,-0.118,0.525,1.035,289.95,0.732145,0.5277775,37.42221333333333,123.91665555555556,0.5675694594594595,2.75,3.0,-0.262,2024,US Open
T32,"Bezuidenhout, Christiaan",7,2.0,0.603,0.72,-0.143,-0.144,0.432,1.035,288.4,0.7321425,0.5,38.45388035714286,90.09168,0.5749995,3.25,3.0,-0.288,2024,US Open
T32,"Theegala, Sahith",7,0.0,0.131,0.425,0.417,0.063,0.904,1.035,301.35,0.6071425,0.569445,39.56120408163265,60.64288571428571,0.5749992500000001,3.25,3.0,0.48,2024,US Open
T32,"Kim, Si Woo",7,0.0,0.313,0.748,-0.219,0.193,0.722,1.035,288.35,0.7678575,0.51389,41.492288888888886,69.19444166666666,0.6666680952380952,3.75,3.5,-0.026,2024,US Open
T32,"Bradley, Keegan",7,1.0,0.408,-0.165,1.066,-0.273,0.628,1.035,297.975,0.5892875,0.5416675,36.24357692307692,67.109375,0.5555575,4.0,3.25,0.793,2024,US Open
T32,"Salinda, Isaiah",7,2.0,-0.074,0.544,0.037,0.528,1.109,1.035,299.175,0.7499975,0.5277775,38.261717543859646,52.25834,0.6315794736842105,3.75,5.25,0.565,2024,US Open
T41,"Horschel, Billy",8,4.0,0.741,0.313,-0.539,0.27,0.044,0.785,292.52500000000003,0.7142875,0.52778,41.39223103448276,84.97617142857142,0.6279044186046512,2.75,3.0,-0.27,2024,US Open
T41,"English, Harris",8,1.0,2.014,-1.078,-0.378,0.226,-1.229,0.785,296.175,0.7142850000000001,0.4583325,41.54576862745098,66.87219999999999,0.5961523076923076,3.25,4.0,-0.151,2024,US Open
T41,"Scheffler, Scottie",8,2.0,-1.494,0.568,1.521,0.19,2.28,0.785,299.85,0.6071425,0.6666675,34.12763404255319,48.7499875,0.468750625,4.0,2.75,1.711,2024,US Open
T41,"Grillo, Emiliano",8,3.0,0.304,0.128,0.46,-0.108,0.48,0.785,292.725,0.7142875,0.5694475000000001,37.703878571428575,78.69872307692307,0.6000008571428571,2.5,3.25,0.352,2024,US Open
T41,"Spieth, Jordan",8,1.0,-1.645,0.282,1.45,0.697,2.429,0.785,306.4,0.607145,0.7083325,33.731678,73.9375,0.413791724137931,2.5,4.0,2.147,2024,US Open
T41,"Widing, Tim",8,3.0,0.765,0.019,-0.992,0.994,0.02,0.785,307.675,0.732145,0.5416650000000001,45.16511272727273,62.51667333333334,0.5499987500000001,4.25,4.25,0.001,2024,US Open
T41,"Capan III, Frankie",8,1.0,1.017,0.888,-0.469,-0.651,-0.232,0.785,296.525,0.5178575,0.4305525,39.57961777777778,75.07985416666666,0.586955652173913,4.5,4.25,-1.12,2024,US Open
T41,"Clanton, Luke",8,4.0,0.443,-1.083,0.36,1.065,0.342,0.785,302.8,0.7678575,0.59722,39.80244999999999,47.527775000000005,0.5000010526315789,3.5,2.75,1.425,2024,US Open
T41,"McKibbin, Tom",8,2.0,0.355,-0.363,0.255,0.536,0.429,0.785,290.95,0.8214275,0.5833325,42.32804444444445,36.1389,0.5897423076923077,2.5,3.75,0.792,2024,US Open
T50,"Hubbard, Mark",9,6.0,0.462,0.205,-0.189,0.058,0.073,0.535,291.8,0.6964275,0.5000025,43.751662,74.45237142857142,0.5306122448979591,3.25,4.0,-0.132,2024,US Open
T50,"Kuchar, Matt",9,1.0,0.876,-0.17,0.396,-0.568,-0.341,0.535,284.875,0.7321425,0.51389,40.54910714285714,94.12501666666668,0.5609760975609757,2.75,2.75,-0.171,2024,US Open
T50,"Hojgaard, Nicolai",9,4.0,-0.08,-0.039,0.895,-0.241,0.615,0.535,303.425,0.5178575,0.597225,33.02042857142857,65.5992,0.5428580000000001,3.5,3.75,0.653,2024,US Open
T50,"Lower, Justin",9,0.0,0.789,0.381,0.19,-0.824,-0.254,0.535,289.825,0.64286,0.4722225,39.93208703703704,78.88095,0.6046506976744186,3.5,3.75,-0.635,2024,US Open
54,"Echavarria, Nico",10,1.0,0.07,-0.624,0.924,-0.086,0.214,0.285,294.725,0.6785725,0.63889,35.63117222222222,46.70002,0.3939378787878788,3.25,5.0,0.839,2024,US Open
55,"Puig, David",11,8.0,-0.494,0.021,0.658,-0.151,0.529,0.035,311.54999999999995,0.5,0.52778,35.76529387755102,90.9087238095238,0.5135151351351351,4.5,4.25,0.508,2024,US Open
T56,"Campbell, Brian",12,4.0,0.416,0.671,-0.306,-0.996,-0.632,-0.215,275.95,0.6964275,0.4861125,42.290157407407406,60.66666666666666,0.6097582926829268,1.25,3.0,-1.302,2024,US Open
T56,"Clark, Wyndham",12,7.0,-0.316,0.319,0.085,-0.303,0.101,-0.215,311.475,0.5,0.48611,34.11110476190476,75.01332400000001,0.5813972093023256,4.75,4.5,-0.218,2024,US Open
T56,"Straka, Sepp",12,2.0,-0.249,-1.328,0.847,0.515,0.034,-0.215,286.075,0.8749975,0.6111125000000001,37.978852380952375,64.70837499999999,0.4358976923076923,1.75,3.0,1.363,2024,US Open
T56,"Svensson, Adam",12,5.0,-1.56,0.54,0.558,0.247,1.345,-0.215,296.0,0.7321425,0.5694475000000001,37.18138823529412,53.25523125,0.589744358974359,2.75,4.0,0.805,2024,US Open
T56,"Sigg, Greyson",12,2.0,0.155,-0.135,0.484,-0.719,-0.371,-0.215,286.6,0.6607149999999999,0.5972225,36.71198596491228,57.222233333333335,0.51515,2.5,3.75,-0.236,2024,US Open
T56,"Kim, S.H.",12,-2.0,0.03,1.233,-0.941,-0.538,-0.246,-0.215,296.5,0.6071425,0.4583325,44.32097407407407,81.40554666666667,0.6666673809523809,3.5,4.75,-1.479,2024,US Open
T56,"Fox, Ryan",12,1.0,1.194,-0.662,-0.96,0.214,-1.409,-0.215,310.7,0.5178575,0.51389,33.96004166666667,95.75346666666668,0.4999985,3.0,4.5,-0.746,2024,US Open
T56,"Kohles, Ben",12,1.0,0.437,-0.666,0.216,-0.201,-0.652,-0.215,286.9,0.76786,0.569445,40.02484385964912,114.92499,0.4166705555555555,3.75,4.5,0.015,2024,US Open
T64,"Molinari, Francesco",13,1.0,0.853,-1.045,0.579,-0.852,-1.319,-0.465,281.375,0.7142875,0.5138875,39.41353396226415,78.6759111111111,0.5111095555555556,3.75,5.25,-0.273,2024,US Open
T64,"Fitzpatrick, Matt",13,-1.0,-0.485,0.018,0.133,-0.13,0.02,-0.465,288.5,0.64286,0.52778,41.040002,59.90472857142857,0.5813948837209303,1.75,4.75,0.002,2024,US Open
T64,"Kaymer, Martin",13,3.0,-0.727,-0.425,0.998,-0.31,0.262,-0.465,283.775,0.7321425,0.5972225,34.90546923076923,64.02498,0.5116276744186047,2.5,5.25,0.687,2024,US Open
T67,"Todd, Brendon",14,5.0,-0.936,1.193,-0.225,-0.747,0.221,-0.715,278.625,0.7678575,0.458335,44.41664745762712,65.937475,0.6341475609756098,2.5,4.5,-0.972,2024,US Open
T67,"Young, Cameron",14,4.0,-1.617,0.483,0.643,-0.223,0.901,-0.715,307.775,0.57143,0.569445,32.404978,66.234375,0.6000025,2.75,5.75,0.419,2024,US Open
69,"Burmester, Dean",15,4.0,-0.182,-1.035,0.091,0.161,-0.783,-0.965,307.675,0.5892850000000001,0.541665,35.48187391304348,53.59126666666667,0.5111122222222222,2.75,3.5,0.252,2024,US Open
T70,"Wu, Brandon",16,3.0,-0.829,0.516,-0.019,-0.884,-0.386,-1.215,286.54999999999995,0.67857,0.5000025,39.33988627450981,43.88335333333333,0.5365851219512195,2.75,5.0,-0.903,2024,US Open
T70,"Broin, Gunnar",16,2.0,0.343,-0.168,-0.866,-0.524,-1.558,-1.215,299.525,0.5,0.5555575,39.958313636363634,76.02000000000001,0.5121951219512195,4.25,5.25,-1.39,2024,US Open
72,"Bennett, Sam",17,9.0,-1.139,-0.23,-0.177,0.082,-0.326,-1.465,288.85,0.7857149999999999,0.5416675,38.08899491525424,78.99075555555555,0.4500005,3.25,6.5,-0.095,2024,US Open
73,"Suber, Jackson",18,5.0,-0.633,-0.608,-0.305,-0.169,-1.083,-1.715,294.725,0.6607149999999999,0.5,41.60151272727273,88.0303,0.4130436956521739,3.25,4.75,-0.474,2024,US Open
74,"Eckroat, Austin",20,8.0,-1.668,-0.782,0.1,0.136,-0.546,-2.215,295.5,0.69643,0.5416650000000001,39.306652,82.21529166666667,0.3863620454545455,1.75,5.25,0.236,2024,US Open
1,"Spaun, J.J.",-1,2.0,2.629,0.549,0.489,0.412,1.45,4.075,287.5,0.625,0.7083349999999999,40.41521896551724,63.58332222222222,0.6666671428571428,5.0,3.5,0.901,2025,US Open
2,"MacIntyre, Robert",1,-2.0,1.661,0.613,0.695,0.609,1.918,3.575,290.6,0.67857,0.6527775,32.1447350877193,68.46427142857142,0.6249991666666667,4.0,3.75,1.304,2025,US Open
3,"Hovland, Viktor",2,3.0,-0.374,1.783,2.072,-0.152,3.703,3.325,295.075,0.5535725,0.75,29.54679298245614,43.15834,0.4705870588235294,5.25,4.75,1.92,2025,US Open
T4,"Young, Cameron",3,0.0,1.991,0.845,-0.356,0.601,1.088,3.075,305.95,0.5000025,0.59722,34.79087058823529,73.41068571428572,0.6875003125,4.75,4.0,0.244,2025,US Open
T4,"Hatton, Tyrrell",3,2.0,0.41,0.515,1.952,0.203,2.669,3.075,297.525,0.625,0.7361125,28.833319298245613,74.3194,0.545455909090909,5.5,4.25,2.154,2025,US Open
T4,"Ortiz, Carlos",3,3.0,-0.053,0.627,1.796,0.709,3.132,3.075,293.35,0.6250025,0.7916650000000001,31.22620357142857,80.59522857142856,0.4090918181818181,4.0,5.0,2.505,2025,US Open
T7,"Rahm, Jon",4,-3.0,0.023,0.054,1.913,0.839,2.806,2.825,306.2,0.5357149999999999,0.75,34.34849272727273,45.6875125,0.3749995833333333,5.25,4.75,2.752,2025,US Open
T7,"Burns, Sam",4,8.0,0.758,0.892,1.715,-0.536,2.071,2.825,295.75,0.5535725,0.6250025,30.221698113207545,69.4271125,0.444445,5.25,5.25,1.179,2025,US Open
T7,"Scheffler, Scottie",4,0.0,0.595,0.909,1.447,-0.122,2.234,2.825,298.65,0.5178575,0.6388875,29.52192456140351,81.77776666666665,0.703702962962963,4.75,5.75,1.325,2025,US Open
T10,"Henley, Russell",5,1.0,0.856,1.028,1.311,-0.616,1.723,2.575,286.75,0.5535725,0.6666650000000001,30.70547068965517,52.312525,0.6249995833333334,5.75,4.25,0.695,2025,US Open
T10,"Griffin, Ben",5,1.0,1.115,0.33,0.677,0.457,1.464,2.575,291.775,0.607145,0.6666675,31.21426964285714,100.45368888888888,0.5666676666666667,4.25,4.0,1.134,2025,US Open
T12,"Kirk, Chris",6,1.0,0.06,1.805,0.051,0.412,2.269,2.325,294.325,0.5892850000000001,0.597225,34.62120727272727,79.91665,0.59375,6.25,6.0,0.463,2025,US Open
T12,"Koepka, Brooks",6,1.0,-0.008,0.881,0.502,0.955,2.337,2.325,294.525,0.5892850000000001,0.6388875,32.89545090909091,101.925,0.5357142857142857,3.5,4.25,1.457,2025,US Open
T12,"Scott, Adam",6,9.0,0.374,-0.478,1.244,1.189,1.955,2.325,299.125,0.6250025,0.6527775,31.206796296296293,52.99166,0.4516132258064516,5.25,4.25,2.433,2025,US Open
T12,"Schauffele, Xander",6,-1.0,0.521,0.409,0.708,0.691,1.808,2.325,300.6,0.5892875,0.6805575,32.174528301886795,103.18334,0.5384623076923076,5.25,4.0,1.399,2025,US Open
T12,"Bezuidenhout, Christiaan",6,2.0,1.203,0.912,0.866,-0.652,1.126,2.325,279.725,0.6071425,0.6805575,36.61636724137932,71.08335555555556,0.4782604347826087,2.75,3.5,0.214,2025,US Open
T12,"Lawrence, Thriston",6,5.0,1.606,0.142,0.324,0.257,0.723,2.325,291.15,0.6071425,0.625,35.331816363636364,77.35714285714285,0.5142868571428572,6.0,4.0,0.58,2025,US Open
T12,"Neergaard-Petersen, Rasmus",6,4.0,-0.36,0.796,1.109,0.783,2.69,2.325,297.07500000000005,0.6250025,0.6250025,34.68,75.12177692307692,0.4666653333333333,5.5,4.75,1.893,2025,US Open
T19,"McIlroy, Rory",7,-3.0,0.576,0.243,-0.515,1.776,1.503,2.075,314.7,0.6071425,0.6666675,32.093131372549024,60.17309230769231,0.3793079310344828,6.0,4.0,1.261,2025,US Open
T19,"Grillo, Emiliano",7,3.0,0.783,0.264,0.283,0.751,1.296,2.075,287.375,0.69643,0.6527775,36.438815625,88.36666,0.5384611538461539,3.5,4.25,1.033,2025,US Open
T19,"Perez, Victor",7,3.0,-0.023,0.408,1.629,0.065,2.101,2.075,289.475,0.5357149999999999,0.75,36.67855892857144,36.3426,0.533334,3.0,4.75,1.694,2025,US Open
T19,"Fox, Ryan",7,-1.0,1.314,-0.107,1.375,-0.503,0.765,2.075,298.45,0.5,0.5277775,33.903334,68.08927857142858,0.6153823076923077,5.75,4.25,0.872,2025,US Open
T23,"Day, Jason",8,3.0,0.088,0.868,0.24,0.633,1.741,1.825,292.8,0.57143,0.6666675,38.3391649122807,89.00002727272727,0.407407037037037,3.5,3.25,0.873,2025,US Open
T23,"Morikawa, Collin",8,0.0,-2.201,0.677,2.884,0.471,4.03,1.825,293.125,0.6785725,0.75,28.9061126984127,78.1667,0.5,3.5,5.25,3.354,2025,US Open
T23,"Greyserman, Max",8,4.0,-0.912,1.665,-0.025,1.101,2.741,1.825,301.0,0.5892850000000001,0.7083349999999999,35.46762222222222,68.14391818181818,0.4399992,4.5,4.0,1.077,2025,US Open
T23,"Detry, Thomas",8,3.0,-0.968,0.608,1.477,0.712,2.797,1.825,295.0,0.6785749999999999,0.7222225,34.3902,73.52085000000001,0.42857,5.0,5.75,2.189,2025,US Open
T23,"Taylor, Nick",8,4.0,1.117,0.048,0.403,0.26,0.712,1.825,284.15,0.55357,0.6388900000000001,35.94882807017544,64.90833,0.5185188888888889,4.0,3.0,0.663,2025,US Open
T23,"Spieth, Jordan",8,2.0,-0.346,0.538,2.155,-0.518,2.175,1.825,298.225,0.464285,0.625,25.637325925925925,74.9936,0.5925903703703703,4.5,4.75,1.636,2025,US Open
T23,"Reed, Patrick",8,0.0,0.202,-0.27,1.165,0.732,1.627,1.825,291.025,0.67857,0.5833325,31.327274545454543,73.31669000000001,0.5263155263157895,4.5,4.75,1.897,2025,US Open
T23,"Wallace, Matt",8,3.0,0.879,0.345,0.658,-0.054,0.95,1.825,294.3,0.57143,0.625,35.694994,55.92309230769232,0.4545466666666666,5.5,5.0,0.604,2025,US Open
T23,"Stevens, Sam",8,3.0,0.705,0.393,-0.622,1.353,1.124,1.825,299.7,0.6785725,0.63889,36.27594590163935,41.76192857142857,0.466667,4.25,4.5,0.731,2025,US Open
T23,"Gotterup, Chris",8,4.0,-0.544,0.62,0.634,1.119,2.373,1.825,310.1,0.4821425,0.7222225,32.85284042553192,61.06669000000001,0.3750009375,5.25,4.5,1.754,2025,US Open
T33,"Poston, J.T.",9,3.0,1.107,0.97,-1.084,0.586,0.471,1.575,288.925,0.642855,0.5972225,45.50585087719298,101.1875125,0.4999976470588235,3.75,4.0,-0.498,2025,US Open
T33,"Rai, Aaron",9,3.0,-0.136,0.211,0.368,1.136,1.715,1.575,287.25,0.75,0.6805575,33.14656896551725,95.7024,0.4838690322580645,5.25,3.25,1.504,2025,US Open
T33,"Kim, Tom",9,2.0,-0.102,1.422,-0.606,0.864,1.68,1.575,290.125,0.6785725,0.555555,36.44211694915254,86.69045714285714,0.6666653846153846,5.0,6.75,0.258,2025,US Open
T33,"Bradley, Keegan",9,4.0,0.168,1.559,-0.807,0.659,1.411,1.575,299.75,0.57143,0.5833325,36.03955593220339,75.16668333333334,0.5428577142857143,4.5,5.5,-0.148,2025,US Open
37,"McNealy, Maverick",10,3.0,0.587,-0.342,-0.115,1.2,0.742,1.325,295.85,0.5892875,0.61111,39.48584528301887,55.3229125,0.4736842105263157,3.75,3.75,1.085,2025,US Open
T38,"Finau, Tony",11,1.0,0.274,0.808,0.794,-0.798,0.805,1.075,293.2,0.4821425,0.5833325,35.20240612244898,78.53121875,0.6486475675675676,5.75,6.0,-0.004,2025,US Open
T38,"Fitzpatrick, Matt",11,2.0,2.742,-0.926,-0.861,0.123,-1.664,1.075,286.125,0.6250025,0.583335,36.55558703703704,85.58333636363636,0.5714297142857143,4.75,5.25,-0.738,2025,US Open
T38,"Pendrith, Taylor",11,-1.0,0.919,-0.117,0.098,0.179,0.159,1.075,300.025,0.5,0.61111,35.949396428571426,102.03207692307691,0.433335,5.25,5.5,0.277,2025,US Open
T38,"Leishman, Marc",11,7.0,1.196,0.303,0.278,-0.7,-0.118,1.075,288.5,0.410715,0.5,32.28702777777778,89.07051538461539,0.5952407142857142,3.25,5.0,-0.421,2025,US Open
T42,"Matsuyama, Hideki",12,-2.0,-0.788,0.449,1.77,-0.602,1.617,0.825,283.05,0.5357149999999999,0.6666675,23.88689285714285,107.16072142857142,0.5833358333333334,5.25,5.0,1.168,2025,US Open
T42,"Kim, Si Woo",12,6.0,-1.063,0.325,1.326,0.241,1.892,0.825,291.2,0.6785749999999999,0.625,31.70831851851852,86.510425,0.4545436363636363,3.75,6.5,1.567,2025,US Open
T42,"Novak, Andrew",12,2.0,1.317,-0.142,0.66,-1.005,-0.487,0.825,287.275,0.4642874999999999,0.555555,33.020106896551724,91.53704444444443,0.5428571428571428,4.0,5.75,-0.345,2025,US Open
T42,"Cone, Trevor",12,6.0,-0.061,-0.418,0.226,1.082,0.891,0.825,310.75,0.5357149999999999,0.583335,34.57074716981133,79.9583375,0.4722219444444444,6.75,5.25,1.308,2025,US Open
T46,"Berger, Daniel",13,3.0,0.721,-1.295,0.788,0.365,-0.142,0.575,284.675,0.64286,0.625,32.29802542372881,104.0357,0.4571437142857142,5.0,5.25,1.153,2025,US Open
T46,"Vegas, Jhonattan",13,7.0,-0.233,-0.814,0.581,1.045,0.812,0.575,302.125,0.5357149999999999,0.63889,30.19712115384615,123.89103846153849,0.3333339393939394,4.0,5.0,1.626,2025,US Open
T46,"Hojgaard, Rasmus",13,5.0,-0.143,0.582,-0.136,0.276,0.722,0.575,303.0,0.5,0.63889,35.84775192307693,90.34092727272728,0.4482765517241379,4.5,4.75,0.14,2025,US Open
T46,"Norgaard, Niklas",13,2.0,0.79,-1.074,-0.188,1.051,-0.21,0.575,310.725,0.625,0.6666675,31.69678723404256,80.82639999999999,0.4571422857142857,6.75,4.5,0.863,2025,US Open
T50,"Hughes, Mackenzie",14,5.0,-0.533,0.245,0.959,-0.342,0.862,0.325,292.7,0.5892875,0.625,33.26148965517241,116.13097142857144,0.5483870967741936,4.5,6.75,0.617,2025,US Open
T50,"Kim, Michael",14,2.0,0.546,-0.564,0.552,-0.205,-0.218,0.325,290.425,0.5,0.5972225,32.49575084745763,102.16666363636362,0.5294132352941177,3.0,6.25,0.346,2025,US Open
T50,"Schenk, Adam",14,5.0,-0.136,-0.392,0.229,0.628,0.465,0.325,287.32500000000005,0.5892875,0.569445,34.076395000000005,127.31668000000002,0.5999983333333333,3.75,3.5,0.857,2025,US Open
T50,"McCormick, Ryan",14,1.0,-0.221,0.988,0.391,-0.829,0.55,0.325,283.15,0.5535725,0.5833325,45.94153684210527,59.43332,0.4999983333333333,3.75,5.0,-0.438,2025,US Open
T50,"Gerard, Ryan",14,9.0,-0.556,0.286,0.197,0.403,0.885,0.325,291.75,0.64286,0.6388874999999999,30.03183818181818,75.0416625,0.40624875,4.0,5.5,0.6,2025,US Open
T55,"Canter, Laurie",15,7.0,0.847,-0.253,-1.377,0.861,-0.768,0.075,288.525,0.7321425,0.5694425000000001,43.89968474576271,59.125,0.4999988888888889,4.25,6.0,-0.515,2025,US Open
T55,"Hastings, Justin",15,6.0,1.209,0.323,-0.862,-0.591,-1.13,0.075,295.3,0.5357149999999999,0.61111,40.50604909090909,68.34846363636363,0.3571425,3.5,6.25,-1.453,2025,US Open
T57,"McCarthy, Denny",16,6.0,0.638,-0.569,0.132,-0.371,-0.809,-0.175,285.65,0.5178575,0.555555,35.89136785714285,68.25926666666666,0.4594618918918919,3.0,4.25,-0.24,2025,US Open
T57,"Im, Sungjae",16,5.0,0.028,0.821,-1.621,0.6,-0.199,-0.175,292.025,0.6428575,0.5416675,37.66230526315789,99.42592222222224,0.4117647058823529,2.75,6.0,-1.021,2025,US Open
T59,"English, Harris",18,4.0,-0.492,-0.048,0.027,-0.158,-0.179,-0.675,288.525,0.57143,0.5694425000000001,35.57252592592593,70.28705555555555,0.4444433333333333,3.5,5.0,-0.131,2025,US Open
T59,"Harman, Brian",18,6.0,-0.269,-0.026,-0.487,0.111,-0.402,-0.675,285.1,0.67857,0.5277775,40.568558064516125,52.24998333333333,0.4705879411764706,2.25,5.25,-0.376,2025,US Open
T61,"Smith, Jordan",19,4.0,0.47,-0.506,-1.123,0.238,-1.391,-0.925,289.75,0.6607149999999999,0.5972225,35.60028813559322,121.0454818181818,0.5161274193548387,3.25,6.0,-0.885,2025,US Open
T61,"Keefer, Johnny",19,7.0,0.458,-1.316,0.126,-0.189,-1.379,-0.925,297.425,0.4285725,0.5833325,34.9366962962963,59.06945,0.4878056097560975,5.0,8.0,-0.064,2025,US Open
T61,"Nicholas, James",19,7.0,-0.95,-0.088,-0.149,0.266,0.029,-0.925,294.275,0.57143,0.569445,33.992450909090905,97.9687625,0.5277766666666667,3.0,6.0,0.117,2025,US Open
T64,"Davis, Cam",22,3.0,0.773,-0.434,-1.304,-0.706,-2.445,-1.675,291.225,0.464285,0.4583325,32.695577551020406,110.5833,0.4418606976744186,4.25,6.75,-2.01,2025,US Open
T64,"Pavon, Matthieu",22,6.0,-1.222,-0.296,-0.646,0.492,-0.45,-1.675,284.0,0.6964275,0.6111125000000001,40.409996,91.94232307692307,0.2571425714285714,3.0,5.25,-0.154,2025,US Open
66,"Barbaree, Philip",24,12.0,0.627,-0.21,-1.956,-0.632,-2.798,-2.175,281.875,0.607145,0.3888875,40.99850877192982,102.60415,0.5116297674418605,3.25,6.25,-2.588,2025,US Open
1,"Matsuyama, Hideki",-10,1.0,0.226,1.401,1.5,0.35,3.251,3.477,297.125,0.6428575,0.694445,32.93322115384615,69.0429,0.6774187096774194,5.25,3.5,1.85,2021,The Masters
2,"Zalatoris, Will",-9,-2.0,1.216,0.067,0.968,0.976,2.011,3.227,305.125,0.69643,0.7361125000000001,38.172396078431376,62.320616666666666,0.566667,4.75,3.25,1.943,2021,The Masters
T3,"Schauffele, Xander",-7,0.0,-0.267,1.512,0.651,0.831,2.994,2.727,312.925,0.7321425,0.7083325,30.922512727272725,60.87375555555555,0.6333313333333334,5.25,5.25,1.482,2021,The Masters
T3,"Spieth, Jordan",-7,-2.0,-0.876,1.699,1.119,0.785,3.603,2.727,303.25,0.7499975,0.77778,31.89460357142857,76.63392,0.5172413793103448,3.75,3.25,1.903,2021,The Masters
T5,"Rahm, Jon",-6,-6.0,0.084,0.884,-0.197,1.705,2.393,2.477,310.175,0.75,0.6944425000000001,33.03235344827586,53.10090714285714,0.7142875,3.75,3.75,1.509,2021,The Masters
T5,"Leishman, Marc",-6,1.0,0.435,1.029,1.466,-0.453,2.042,2.477,295.54999999999995,0.5178575,0.6388875,30.796772222222224,55.71112666666667,0.6333336666666667,2.25,2.0,1.013,2021,The Masters
7,"Rose, Justin",-5,2.0,1.511,0.258,0.642,-0.184,0.716,2.227,290.45,0.6607149999999999,0.6944425,40.692089090909086,73.97987142857143,0.5714289285714286,4.5,4.25,0.458,2021,The Masters
T8,"Conners, Corey",-4,2.0,-0.184,-0.533,2.307,0.386,2.161,1.977,293.4,0.7857149999999999,0.7222225,32.33991694915254,36.19258333333333,0.4444448148148148,3.75,4.5,2.694,2021,The Masters
T8,"Reed, Patrick",-4,-3.0,1.68,0.129,0.392,-0.224,0.297,1.977,294.76666666666665,0.6607149999999999,0.52778,32.70681176470588,90.76920909090909,0.6136343181818182,3.5,3.5,0.169,2021,The Masters
T10,"Smith, Cameron",-3,-2.0,-0.171,0.912,0.652,0.335,1.898,1.727,296.85,0.6785725,0.7083325,38.3174,72.64264285714285,0.6551717241379311,3.75,3.0,0.987,2021,The Masters
